repo_name,repo_link,stars,language,topic_name,description
mermaid-js / mermaid,https://github.com/mermaid-js/mermaid,77.5k,TypeScript,Documentation,Generation of diagrams like flowcharts or sequence diagrams from text in a similar manner as markdown
AppFlowy-IO / AppFlowy,https://github.com/AppFlowy-IO/AppFlowy,61.8k,Dart,Documentation,"Bring projects, wikis, and teams together with AI. AppFlowy is the AI collaborative workspace where you achieve more without losing control of your data. The leading open source Notion alternative."
facebook / docusaurus,https://github.com/facebook/docusaurus,59.1k,TypeScript,Documentation,Easy to maintain open source documentation websites.
tldr-pages / tldr,https://github.com/tldr-pages/tldr,54.5k,Markdown,Documentation,📚 Collaborative cheatsheets for console commands
healthchecks / healthchecks,https://github.com/healthchecks/healthchecks,8.7k,Python,Django,"Open-source cron job and background task monitoring service, written in Python & Django"
vitalik / django-ninja,https://github.com/vitalik/django-ninja,7.9k,Python,Django,"💨 Fast, Async-ready, Openapi, type hints based framework for building APIs"
LibrePhotos / librephotos,https://github.com/LibrePhotos/librephotos,7.2k,Python,Django,A self-hosted open source photo management service. This is the repository of the backend.
joerick / pyinstrument,https://github.com/joerick/pyinstrument,6.9k,Python,Django,🚴 Call stack profiler for Python. Shows you why your code is slow!
charlax / professional-programming,https://github.com/charlax/professional-programming,47.5k,Python,Documentation,A collection of learning resources for curious software engineers
chubin / cheat.sh,https://github.com/chubin/cheat.sh,39.2k,Python,Documentation,the only cheat sheet you need
satwikkansal / wtfpython,https://github.com/satwikkansal/wtfpython,36.1k,Python,Documentation,What the f*ck Python? 😱
freeCodeCamp / devdocs,https://github.com/freeCodeCamp/devdocs,36k,Ruby,Documentation,API Documentation Browser
docsifyjs / docsify,https://github.com/docsifyjs/docsify,29.1k,JavaScript,Documentation,🃏 A magical documentation site generator.
GitbookIO / gitbook,https://github.com/GitbookIO/gitbook,27.7k,TypeScript,Documentation,The open source frontend for GitBook doc sites
requarks / wiki,https://github.com/requarks/wiki,26k,Vue,Documentation,Wiki.js | A modern and powerful wiki app built on Node.js
macrozheng / mall,https://github.com/macrozheng/mall,79.7k,Java,Docker,mall项目是一套电商系统，包括前台商城系统及后台管理系统，基于Spring Boot+MyBatis实现，采用Docker容器化部署。 前台商城系统包含首页门户、商品推荐、商品搜索、商品展示、购物车、订单流程、会员中心、客户服务、帮助中心等模块。 后台管理系统包含商品管理、订单管理、会员管理、促销管理、运营管理、内容管理、统计报表、财务管理、权限管理、设置等模块。
doczjs / docz,https://github.com/doczjs/docz,23.7k,TypeScript,Documentation,✍ It has never been so easy to document your things!
squidfunk / mkdocs-material,https://github.com/squidfunk/mkdocs-material,22.7k,Python,Documentation,Documentation that simply works
shimohq / chinese-programmer-wrong-pronunciation,https://github.com/shimohq/chinese-programmer-wrong-pronunciation,22.5k,JavaScript,Documentation,中国程序员容易发音错误的单词
mkdocs / mkdocs,https://github.com/mkdocs/mkdocs,20.2k,Python,Documentation,Project documentation with Markdown.
nhn / tui.editor,https://github.com/nhn/tui.editor,17.4k,TypeScript,Documentation,🍞📝 Markdown WYSIWYG Editor. GFM Standard + Chart & UML Extensible.
netdata / netdata,https://github.com/netdata/netdata,73.9k,C,Docker,X-Ray Vision for your infrastructure!
n8n-io / n8n,https://github.com/n8n-io/n8n,73.5k,TypeScript,Docker,"Fair-code workflow automation platform with native AI capabilities. Combine visual building with custom code, self-host or cloud, 400+ integrations."
bregman-arie / devops-exercises,https://github.com/bregman-arie/devops-exercises,72.6k,Python,Docker,"Linux, Jenkins, AWS, SRE, Prometheus, Docker, Python, Ansible, Git, Kubernetes, Terraform, OpenStack, SQL, NoSQL, Azure, GCP, DNS, Elastic, Network, Virtualization. DevOps Interview Questions"
BookStackApp / BookStack,https://github.com/BookStackApp/BookStack,16.3k,PHP,Documentation,A platform to create documentation/wiki content built with PHP & Laravel
moby / moby,https://github.com/moby/moby,69.5k,Go,Docker,The Moby Project - a collaborative project for the container ecosystem to assemble container-based systems
SimulatedGREG / electron-vue,https://github.com/SimulatedGREG/electron-vue,15.5k,JavaScript,Documentation,"An Electron & Vue.js quick start boilerplate with vue-cli scaffolding, common Vue plugins, electron-packager/electron-builder, unit/e2e testing, vue-devtools, and webpack."
louislam / uptime-kuma,https://github.com/louislam/uptime-kuma,66.6k,JavaScript,Docker,A fancy self-hosted monitoring tool
Stirling-Tools / Stirling-PDF,https://github.com/Stirling-Tools/Stirling-PDF,55.2k,Java,Docker,#1 Locally hosted web application that allows you to perform various operations on PDF files
traefik / traefik,https://github.com/traefik/traefik,53.9k,Go,Docker,The Cloud Native Application Proxy
wagoodman / dive,https://github.com/wagoodman/dive,50.1k,Go,Docker,A tool for exploring each layer in a docker image
sickcodes / Docker-OSX,https://github.com/sickcodes/Docker-OSX,50.1k,Shell,Docker,Run macOS VM in a Docker! Run near native OSX-KVM in Docker! X11 Forwarding! CI/CD for OS X Security Research! Docker mac Containers.
jellyfin / jellyfin,https://github.com/jellyfin/jellyfin,38.4k,C#,.NET,The Free Software Media System - Server Backend & API
mastodon / mastodon,https://github.com/mastodon/mastodon,48k,Ruby,Docker,"Your self-hosted, globally interconnected microblogging community"
appwrite / appwrite,https://github.com/appwrite/appwrite,47.9k,TypeScript,Docker,Build like a team of hundreds_
gogs / gogs,https://github.com/gogs/gogs,46.1k,Go,Docker,Gogs is a painless self-hosted Git service
dani-garcia / vaultwarden,https://github.com/dani-garcia/vaultwarden,43.1k,Rust,Docker,"Unofficial Bitwarden compatible server written in Rust, formerly known as bitwarden_rs"
LeCoupa / awesome-cheatsheets,https://github.com/LeCoupa/awesome-cheatsheets,42k,JavaScript,Docker,"👩‍💻👨‍💻 Awesome cheatsheets for popular programming languages, frameworks and development tools. They include everything you should know in one single file."
files-community / Files,https://github.com/files-community/Files,36.7k,C#,.NET,A modern file manager that helps users organize their files and folders.
dotnet / aspnetcore,https://github.com/dotnet/aspnetcore,36.4k,C#,.NET,"ASP.NET Core is a cross-platform .NET framework for building modern cloud-based web applications on Windows, Mac, or Linux."
SeleniumHQ / selenium,https://github.com/SeleniumHQ/selenium,32k,Java,.NET,A browser automation framework and ecosystem.
Kong / kong,https://github.com/Kong/kong,40.5k,Lua,Docker,🦍 The Cloud-Native API Gateway and AI Gateway.
coollabsio / coolify,https://github.com/coollabsio/coolify,39.5k,PHP,Docker,An open-source & self-hostable Heroku / Netlify / Vercel alternative.
usememos / memos,https://github.com/usememos/memos,38.6k,Go,Docker,"An open-source, lightweight note-taking solution. The pain-less way to create your meaningful notes. Your Notes, Your Way."
QuivrHQ / quivr,https://github.com/QuivrHQ/quivr,37.6k,Python,Docker,"Opiniated RAG for integrating GenAI in your apps 🧠 Focus on your product rather than the RAG. Easy integration in existing products with customisation! Any LLM: GPT4, Groq, Llama. Any Vectorstore: PGVector, Faiss. Any Files. Anyway you want."
AvaloniaUI / Avalonia,https://github.com/AvaloniaUI/Avalonia,27.3k,C#,.NET,"Develop Desktop, Embedded, Mobile and WebAssembly apps with C# and XAML. The most popular .NET UI client technology"
pulumi / pulumi,https://github.com/pulumi/pulumi,22.8k,Go,.NET,Pulumi - Infrastructure as Code in any programming language 🚀
icsharpcode / ILSpy,https://github.com/icsharpcode/ILSpy,22.6k,C#,.NET,".NET Decompiler with support for PDB generation, ReadyToRun, Metadata (&more) - cross-platform!"
dotnet / maui,https://github.com/dotnet/maui,22.6k,C#,.NET,".NET MAUI is the .NET Multi-platform App UI, a framework for building native device applications spanning mobile, tablet, and desktop."
BeyondDimension / SteamTools,https://github.com/BeyondDimension/SteamTools,21.6k,C#,.NET,🛠「Watt Toolkit」是一个开源跨平台的多功能 Steam 工具箱。
ToolJet / ToolJet,https://github.com/ToolJet/ToolJet,35.2k,JavaScript,Docker,"Low-code platform for building business applications. Connect to databases, cloud storages, GraphQL, API endpoints, Airtable, Google sheets, OpenAI, etc and build apps using drag and drop application builder. Built using JavaScript/TypeScript. 🚀"
dotnet / core,https://github.com/dotnet/core,21.3k,PowerShell,.NET,".NET news, announcements, release notes, and more!"
quozd / awesome-dotnet,https://github.com/quozd/awesome-dotnet,19.9k,Unknown,.NET,"A collection of awesome .NET libraries, tools, frameworks and software"
MoienTajik / AspNetCore-Developer-Roadmap,https://github.com/MoienTajik/AspNetCore-Developer-Roadmap,19k,Unknown,.NET,Roadmap to becoming an ASP.NET Core developer in 2025
dotnet / corefx,https://github.com/dotnet/corefx,17.6k,Unknown,.NET,This repo is used for servicing PR's for .NET Core 2.1 and 3.1. Please visit us at
ardalis / CleanArchitecture,https://github.com/ardalis/CleanArchitecture,16.9k,C#,.NET,Clean Architecture Solution Template: A proven Clean Architecture Template for ASP.NET Core 9
microsoft / react-native-windows,https://github.com/microsoft/react-native-windows,16.7k,C++,.NET,A framework for building native Windows apps with React.
bitwarden / server,https://github.com/bitwarden/server,16.3k,C#,.NET,"Bitwarden infrastructure/backend (API, database, Docker, etc)."
dotnet / runtime,https://github.com/dotnet/runtime,16.1k,C#,.NET,".NET is a cross-platform runtime for cloud, mobile, desktop, and IoT apps."
amplication / amplication,https://github.com/amplication/amplication,15.6k,TypeScript,.NET,"Amplication brings order to the chaos of large-scale software development by creating Golden Paths for developers - streamlined workflows that drive consistency, enable high-quality code practices, simplify onboarding, and accelerate standardized delivery across teams."
OpenRA / OpenRA,https://github.com/OpenRA/OpenRA,15.4k,C#,.NET,"Open Source real-time strategy game engine for early Westwood games such as Command & Conquer: Red Alert written in C# using SDL and OpenGL. Runs on Windows, Linux, *BSD and Mac OS X."
App-vNext / Polly,https://github.com/App-vNext/Polly,13.7k,C#,.NET,"Polly is a .NET resilience and transient-fault-handling library that allows developers to express policies such as Retry, Circuit Breaker, Timeout, Bulkhead Isolation, and Fallback in a fluent and thread-safe manner. From version 6.0.1, Polly targets .NET Standard 1.1 and 2.0+."
microsoft / vscode,https://github.com/microsoft/vscode,169k,TypeScript,Electron,Visual Studio Code
electron / electron,https://github.com/electron/electron,116k,C++,Electron,"Build cross-platform desktop apps with JavaScript, HTML, and CSS"
microsoft / playwright,https://github.com/microsoft/playwright,71.1k,TypeScript,Electron,"Playwright is a framework for Web Testing and Automation. It allows testing Chromium, Firefox and WebKit with a single API."
atom / atom,https://github.com/atom/atom,60.4k,JavaScript,Electron,The hackable text editor
toeverything / AFFiNE,https://github.com/toeverything/AFFiNE,49.2k,TypeScript,Electron,"There can be more than Notion and Miro. AFFiNE(pronounced [ə‘fain]) is a next-gen knowledge base that brings planning, sorting and creating all together. Privacy first, open-source, customizable and ready to use."
